Date,Joe Biden,Donald Trump
2021-04-22,82.22072895559621,3.8265048175064793
2021-04-23,82.22072895559621,3.8265048175064793
2021-04-24,82.2207289555962,3.8265048175064793
2021-04-25,82.22072895559621,3.8265048175064793
2021-04-26,82.22072895559623,3.8265048175064793
2021-04-27,82.22072895559621,3.8265048175064784
2021-04-28,82.22072895559621,3.8265048175064793
2021-04-29,82.22072895559621,3.8265048175064797
2021-04-30,82.22072895559623,3.82650481750648
2021-05-01,82.2207289555962,3.8265048175064793
2021-05-02,82.2207289555962,3.8265048175064793
2021-05-03,82.22072895559623,3.8265048175064797
2021-05-04,82.22072895559623,3.82650481750648
2021-05-05,82.22072895559621,3.8265048175064793
2021-05-06,82.22072895559623,3.8265048175064797
2021-05-07,82.22072895559623,3.8265048175064797
2021-05-08,82.22072895559623,3.8265048175064793
2021-05-09,82.2207289555962,3.826504817506479
2021-05-10,82.22072895559621,3.8265048175064793
2021-05-11,82.22072895559623,3.8265048175064797
2021-05-12,82.22072895559623,3.8265048175064793
2021-05-13,82.2207289555962,3.8265048175064793
2021-05-14,82.22072895559621,3.826504817506479
2021-05-15,82.50850890626651,3.8485353917271024
2021-05-16,82.76858418111577,3.86844507491445
2021-05-17,83.0043406987612,3.8864930711278256
2021-05-18,83.21864470380574,3.9028988015406445
2021-05-19,83.41393888225258,3.917849262415725
2021-05-20,83.59231788144437,3.9315048064240616
2021-05-21,83.75558820623777,3.944003727909067
2021-05-22,83.90531613731495,3.955465931202983
2021-05-23,84.04286637663515,3.96599588907305
2021-05-24,84.16943344875953,3.975685046604103
2021-05-25,84.28606739494599,3.984613788172513
2021-05-26,84.39369493526821,3.9928530574813355
2021-05-27,84.49313700536278,4.0004657000603885
2021-05-28,84.46699286658117,4.010459455203683
2021-05-29,84.44278278661793,4.019713904668371
2021-05-30,84.42034128064527,4.028292306030562
2021-05-31,84.39951987954075,4.036251412510114
2021-06-01,84.38018501935585,4.0436422797340015
2021-06-02,84.3622162388586,4.050510954736581
2021-06-03,84.34550463378892,4.056899066829809
2021-06-04,84.32995152602562,4.062844336322223
2021-06-05,84.31546731346785,4.068381014158692
2021-06-06,84.30197047251735,4.073540263227639
2021-06-07,84.40464889234758,4.090979767773435
2021-06-08,84.50043085309225,4.107247937293132
2021-06-09,84.58982284058973,4.12243079630964
2021-06-10,84.67328886962116,4.136607155812641
2021-06-11,84.75125467769274,4.149849325555118
2021-06-12,84.82411143046343,4.162223743404916
2021-06-13,84.8922190044384,4.17379153289665
2021-06-14,84.95590890263034,4.184608998444676
2021-06-15,85.0154868506269,4.194728066274446
2021-06-16,85.07123511359433,4.204196677955933
2021-06-17,85.12341456894772,4.213059142438121
2021-06-18,85.17226656453903,4.221356451654552
2021-06-19,85.21801458809082,4.229126564069724
2021-06-20,85.2608657701116,4.236404659943028
2021-06-21,85.3010122395609,4.243223371582891
2021-06-22,85.33863234900471,4.2496129914343035
2021-06-23,85.37389178383958,4.25560166047597
2021-06-24,85.40694456831413,4.261215539088905
2021-06-25,85.43793397948582,4.266478962288192
2021-06-26,85.42561462662393,4.259054826531947
2021-06-27,85.41406082240682,4.252092041069861
2021-06-28,85.40322350114612,4.245561036951731
2021-06-29,85.39305691803506,4.239434246523701
2021-06-30,85.38351840378314,4.233685955561258
2021-07-01,85.37456813973789,4.228292167748583
2021-07-02,85.36616895152257,4.223230480316481
2021-07-03,85.35828611943688,4.2184799697820345
2021-07-04,85.35088720405606,4.214021086847849
2021-07-05,85.34394188563367,4.20983555961956
2021-07-06,85.33742181605784,4.205906304388881
2021-07-07,85.33130048224251,4.202217343307581
2021-07-08,85.32555307994814,4.198753728346817
2021-07-09,85.32015639712836,4.195501470997208
2021-07-10,85.22428730636852,4.222490335999012
2021-07-11,85.13425713101765,4.2478354418029305
2021-07-12,85.0497054534783,4.271638252413727
2021-07-13,84.97029466531639,4.2939938106484234
2021-07-14,84.89570845828527,4.314991162940022
2021-07-15,84.8256504227272,4.334713753912594
2021-07-16,84.7598427448616,4.353239793117928
2021-07-17,84.69802499523301,4.370642596109151
2021-07-18,84.6399530012763,4.386990901833779
2021-07-19,84.58539779757308,4.402349168155301
2021-07-20,84.53414464792846,4.416777847156144
2021-07-21,84.485992133896,4.430333641734138
2021-07-22,84.44075130483263,4.443069744877333
2021-07-23,84.39824488497175,4.455036062887051
2021-07-24,84.3583065333746,4.466279423714897
