Date,Joe Biden,Donald Trump
2021-04-08,46.4,42.2
2021-04-09,46.4,42.2
2021-04-10,46.4,42.2
2021-04-11,46.4,42.2
2021-04-12,46.4,42.2
2021-04-13,46.4,42.2
2021-04-14,46.4,42.2
2021-04-15,46.4,42.2
2021-04-16,46.4,42.2
2021-04-17,45.49383413309964,33.0088890642963
2021-04-18,45.49383413309964,33.0088890642963
2021-04-19,45.49383413309964,33.0088890642963
2021-04-20,45.49383413309963,33.0088890642963
2021-04-21,45.49383413309964,33.0088890642963
2021-04-22,45.49383413309964,33.0088890642963
2021-04-23,45.49383413309964,33.0088890642963
2021-04-24,45.49383413309964,33.0088890642963
2021-04-25,45.49383413309964,33.0088890642963
2021-04-26,45.49383413309963,33.0088890642963
2021-04-27,45.49383413309964,33.0088890642963
2021-04-28,45.49383413309963,33.00888906429629
2021-04-29,45.49383413309964,33.0088890642963
2021-04-30,45.49383413309964,33.0088890642963
2021-05-01,45.49383413309964,33.0088890642963
2021-05-02,45.49383413309964,33.0088890642963
2021-05-03,45.49383413309964,33.0088890642963
2021-05-04,45.49383413309964,33.0088890642963
2021-05-05,45.49383413309964,33.0088890642963
2021-05-06,45.49383413309963,33.0088890642963
2021-05-07,45.49383413309964,33.0088890642963
2021-05-08,45.493834133099625,33.00888906429629
2021-05-09,45.49383413309964,33.0088890642963
2021-05-10,45.49383413309964,33.0088890642963
2021-05-11,45.49383413309964,33.0088890642963
2021-05-12,45.49383413309964,33.0088890642963
2021-05-13,45.49383413309963,33.0088890642963
2021-05-14,47.507823540082,35.41258700750823
2021-05-15,47.507823540082,35.41258700750823
2021-05-16,47.50782354008201,35.412587007508236
2021-05-17,47.507823540082,35.412587007508236
2021-05-18,47.50782354008201,35.412587007508236
2021-05-19,47.507823540082,35.412587007508236
2021-05-20,47.507823540082,35.41258700750823
2021-05-21,47.507823540082,35.41258700750823
2021-05-22,47.50782354008201,35.412587007508236
2021-05-23,47.507823540082,35.412587007508236
2021-05-24,47.50782354008201,35.412587007508236
2021-05-25,47.507823540082,35.412587007508236
2021-05-26,47.50782354008201,35.412587007508236
2021-05-27,46.53613896396019,35.7911327255216
2021-05-28,46.5361389639602,35.79113272552161
2021-05-29,46.53613896396019,35.7911327255216
2021-05-30,46.53613896396019,35.7911327255216
2021-05-31,46.536138963960184,35.7911327255216
2021-06-01,46.53613896396019,35.7911327255216
2021-06-02,46.5361389639602,35.79113272552161
2021-06-03,46.5361389639602,35.791132725521614
2021-06-04,46.53613896396019,35.79113272552161
2021-06-05,46.5361389639602,35.79113272552161
2021-06-06,47.53704385505433,37.5009190240876
2021-06-07,47.537043855054314,37.5009190240876
2021-06-08,47.53704385505434,37.500919024087615
2021-06-09,47.537043855054335,37.50091902408761
2021-06-10,47.537043855054335,37.50091902408761
2021-06-11,47.537043855054335,37.50091902408761
2021-06-12,47.53704385505433,37.500919024087594
2021-06-13,47.537043855054314,37.500919024087594
2021-06-14,47.537043855054314,37.5009190240876
2021-06-15,47.53704385505432,37.5009190240876
2021-06-16,47.53704385505433,37.500919024087594
2021-06-17,47.53704385505433,37.5009190240876
2021-06-18,47.53704385505433,37.5009190240876
2021-06-19,47.537043855054314,37.500919024087594
2021-06-20,47.537043855054314,37.500919024087594
2021-06-21,47.537043855054335,37.50091902408761
2021-06-22,47.53704385505433,37.5009190240876
2021-06-23,47.53704385505434,37.500919024087615
2021-06-24,47.537043855054335,37.50091902408761
2021-06-25,47.16242462482007,35.75638298505758
2021-06-26,47.16242462482007,35.75638298505757
2021-06-27,47.16242462482007,35.75638298505757
2021-06-28,47.162424624820076,35.75638298505758
2021-06-29,47.162424624820076,35.75638298505758
2021-06-30,47.162424624820076,35.75638298505758
2021-07-01,47.16242462482006,35.75638298505756
2021-07-02,47.16242462482007,35.75638298505757
2021-07-03,47.162424624820076,35.75638298505758
2021-07-04,47.16242462482007,35.75638298505758
2021-07-05,47.16242462482007,35.75638298505757
2021-07-06,47.162424624820076,35.75638298505758
